track_id,title,year,artist_name,release,recording_mbid,language,rating,rating_count,url,covert_art_url
TRAGEFP128F429B217,Face To Face,0,Damita Jo,The Fabulous Mae West And Other Wonderful Girls,,,,,,
TRAGEHE128F423E5A1,Are We Here ?,1994,Orbital,Snivilisation,,,,,,
TRAGEMO128F9306A84,Bagdad by night,0,Ministère des Affaires Populaires,Debout là d'dans,,,,,,
TRAGEPD128F4247B81,Santa Monica (Version Originale 1980),0,Alain Turban,Mes Années Disco,,,,,,
TRAGEQI128F429154D,Cutdown,2005,Bongzilla,Amerijuanican,c2d888c1-1d53-4f6a-af1a-b9985a32a49b,,,,,
TRAGETA128F4272C38,Rompan Todo,2006,2 Minutos,Un Mundo De Sensaciones,,,,,,
TRAGEVR128F4276B92,Chime (edit),1990,Orbital,Halcyon - The Platinum Collection,46b14998-f3e7-47d2-a8ef-96d4eb77c12c,,80.0,1.0,,
TRAGEVS128F145FEAD,Say Hello,1979,April Wine,Harder Faster,c53c52d1-2e22-415e-a980-10c0214a3dff,,100.0,1.0,,
TRAGEXH12903CB4C10,I'm Not Worth the Tears,1967,Dolly Parton,The Dolly Parton Classics,,,,,,
TRAGEXW128F427A405,Fin De Semana,0,Estrellas Cubanas,La Habana Tiene...,,,,,,
TRAGFDW128F14682F5,Little Louie Bonus,1995,The Bucketheads,All In The Mind,,,,,,
TRAGFDW128F933A421,Love Is Taking Hold,0,Al Denson,Al Denson,,,,,,
TRAGFIS128F14947B0,Love Ain't No Stranger (2003 Digital Remaster),2003,Whitesnake,Best Of Whitesnake,,,,,,
TRAGFJM128F427E764,We Are Not Impartial,2006,The Chap,Lo Compilation Mix By Susumu Yokota,917de39e-5722-485b-80e8-040dcb594e22,,,,,
TRAGFOI128F428E060,Atlantic Shore,0,Máire Brennan,Maire,,,,,,
TRAGFPP128E078F34C,Paralyzed,1998,The Cardigans,Gran Turismo,e2e76651-cb4f-493e-a10d-4a77a75de970,,73.0,3.0,,http://coverartarchive.org/release/c62c0092-71aa-49d2-acb9-c24428ed3a58/12737052600.jpg
TRAGFQG128F42418D5,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),2005,Twista,The Day After,,,,,,
TRAGFSV12903CE532D,Weekend,0,Dictators,Viva Dictators,,,,,,
TRAGFUR128E078B8B3,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],2005,Fat Joe,All Or Nothing,,,,,,
TRAGFVT128F92ECB5D,Don't Go Away,0,Oasis,Kuschelrock 19,,,,,,
TRAGGEQ12903CC25DB,Slaughter The Gods,0,The Accursed,Seasons Of The Scythe,,,,,,
TRAGGHA128F4262D55,I WANNA HEAR IT FROM YOU,1995,Eddy Raven,LIVE IN CONCERT,,,,,,
TRAGGKN12903CCA8EE,Ma' Be Easy [Explicit Version],0,Fabolous,Ghetto Fabolous [Explicit Version],,,,,,
TRAGGMY12903CD9533,Heather,2009,Floor,Riddim Of Silence,f0f766a4-ea87-4f42-8e68-bbf3efcab5ec,,,,,
TRAGGQQ128F931D8E1,Party For Pink,0,Michelle & Vickie,Aitai,,,,,,
TRAGGSG128F92F6FD9,Only You (Chimi-Changa Club Mix),0,Sulk,Hi-Bias: Club Life 3,,,,,,
TRAGGSJ128F42A5AE1,Let It Be Me,0,Ben E. King,Soul Friends,,,,,,
TRAGGUB128F424FDB4,Smoke,0,Trafik,Club Trafikana,,,,,,
TRAGGVS128F4250CE8,Oblivious Darkness,2002,Astarte,Quod Superius Sicut Inferius,0686b4cf-0813-4cf0-93cb-d76f619f0197,,,,,http://coverartarchive.org/release/0686b4cf-0813-4cf0-93cb-d76f619f0197/25289050495.jpg
TRAGGVT128F428F842,Silent Night,1987,Sergio Franchi,The Heart Of Christmas,eec2965f-bf71-46f0-bb12-54555e63e9fb,,,,,
TRAGGXK12903CDA84B,Lady Marmalade,1975,Mongo Santamaria,Afro-Indio,19a0ec58-50e5-4c08-9015-ca33165a7ec7,,,,,
TRAGHBO128F92D8C9E,The Way We Were,0,The London Pops Orchestra,Award-Winning Movie Themes : The 70's,,,,,,
TRAGHBP128E0793AF7,Wrapped Around Your Finger,1983,The Police,Message In A Box,6438c6b1-f956-4d58-9cc4-227c6d0d7d8a,,78.0,9.0,,
TRAGHCM128F9333324,Pour Jane (Live Acoustique),0,Cali,Le Bruit De Ma Vie,,,,,,
TRAGHCZ12903CEC3EF,I'm Going Through,0,Edwin Hawkins,Oh Happy Day,3e634aa6-e7b2-4cf8-9e5e-ad858e59c134,,,,,
TRAGHDO12903CD9736,L'a fête komine,1992,Edith Lefel,Mèci,,,,,,
TRAGHGU128F92CC064,Raining On The Cold_ Cold Ground,0,Lonnie Johnson,Blues Masters Vol. 4,,,,,,
TRAGHHH12903CD1137,Shit 3 Outro,0,F.l.y.,What! What! Volume 1,,,,,,
TRAGHID128F93156AF,Nice Ride,0,Orbit,Tonedeaf,,,,,,
TRAGHJX128F426F76F,New Pony,1978,Bob Dylan,Desire/Blood On The Tracks/Street Legal,001cff09-a5fc-4a3f-957c-086c10e624ad,,80.0,1.0,,http://coverartarchive.org/release/001cff09-a5fc-4a3f-957c-086c10e624ad/12006251591.jpg
TRAGHKK128F93240D1,El Manisero,0,Orlando Pops Orchestra,World Music Vol. 24: The Sound Of The Caribbean,,,,,,
TRAGHLT12903CAC941,Sugar Coated Lover,0,Geiom Ft. Marita,Sugar Coated Lover,,,,,,
TRAGHSE128F14743B2,Gwendolina,1994,Line Renaud,Les Années Chansons,1bc92898-e0ab-4f43-9961-7a158b02bb3e,,,,,
TRAGHTH128F92F676E,Degrees of Freedom,2002,Rhian Sheehan,Tiny Blue Biosphere,9256333a-aa41-4d62-9edb-c8d42927064e,,,,,
TRAGIGX12903CF3AD4,This Time,0,David Saylor,We Are One,,,,,,
TRAGIJH128F4280F72,US Air Force,0,The Sun Harbor's Chorus-Documentary Recordings,Songs of the US Armed Forces,,,,,,
TRAGIJM12903D11E62,Love Don't Love Nobody,0,Roy Brown,Long 'Bout Midnight,,,,,,
TRAGIKK128F42424EF,Tonight Will Last Forever (Album Version),2005,Mest,Photographs,,,,,,
TRAGIMU12903D1201D,Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),0,Los Iracundos,Discografia Completa Vol.5,,,,,,
TRAGIPY128F422D10B,One Day At A Time,0,Cumberland Quartet,Golden Gospel Favorites,,,,,,
TRAGJEF128F92E367E,My Melody Of Love,0,Ray Conniff,Another Somebody Done Somebody Wrong Song,2ba3d2c4-aea5-47a2-b913-2e948812369b,,,,,
TRAGJFW12903C9D027,I've Got a Home,2008,Five Blind Boys of Alabama,101 Great Black Gospel_ Vol. 4,f7bb5a03-6972-4c1e-a800-f8ddbb55279a,,,,,
TRAGJGX12903CB3F2F,Olhos Ciganos,0,Luiz Bonfa,Talkin Latin Vol.13 : Brazil sounds,,,,,,
TRAGJGZ128F421EE19,Writing Paper Blues,1927,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,569f0ab4-d8ed-43f8-8d9e-07e735d8c92e,,,,,
TRAGJNI128F9304EF4,So Small (Lullaby Rendition of Carrie Underwood),0,Hushabye Baby,Hushabye Baby : Lullaby Renditions of Country Music Favorites Volume 1,,,,,,
TRAGJOX128F932551E,Felicidades,0,Arco Iris,Chupi Guay - Canciones para jugar  CD 1,,,,,,
TRAGJPA128F92F9665,FEZ-Being Born,2009,U2,No Line On The Horizon,,,,,,
TRAGJQL128E078E840,Raining On Our Love,1995,Shania Twain,The Woman In Me,,,,,,
TRAGJQS12903CC9CD0,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),0,Les Rythmes Digitales/ Tzant Feat. ODC MC,Mash Up Mix 90s,,,,,,
TRAGJQZ128F9302ADA,Over The Edge,2008,Akon,Freedom,,,,,,
TRAGJXQ128F148E23D,Les Grande Bois,0,Jo-El Sonnier,Cajun Tradition,,,,,,
TRAGJYM128F934B753,All For Nothing,2007,Since The Flood,No Compromise,,,,,,
TRAGJZP128F424A16F,My Mind Got Bad,0,Yank Rachell,Legendary Country Blues Artists - CD C,bbfe48e0-2b8a-4055-9944-0a7388258f4d,,,,,
TRAGKAC128F4225537,Melodia Simple,2003,La Mancha De Rolando,Viaje,,,,,,
TRAGKAK128F9324CE4,Xiao Shuo Xiang,0,Leo Ku,Steel Box Collection - Leo Ku,,,,,,
TRAGKFX128F9308791,Serenade,0,Slim Whitman,Tormented,3021b668-f75c-4937-aefa-0764221c9b82,,,,,http://coverartarchive.org/release/3021b668-f75c-4937-aefa-0764221c9b82/17185135590.jpg
TRAGKHQ12903D0518B,Turn It Out,0,Larry Graham & Graham Central Station,My Radio Sure Sounds Good To Me,,,,,,
TRAGKJS12903CDA8C6,La Palabra Fin,0,Johnny Pacheco/Rolando La Serie,A Man And His Music,,,,,,
TRAGKKN12903CE6B5C,Flight Of Earls,0,Barley Bree,The Best Of Barley Bree,,,,,,
TRAGKLF128F9315B67,Hey Joe,1993,Carl Smith,Honky Tonk Rockabillies_ Volume 2,538530ec-a555-459a-b205-a351cafdee2c,,,,,
TRAGKLK12903CC4264,Enough,1998,Storyville,Dog Years,361c05b9-25ce-4e19-935d-b57b31bade11,,,,,http://coverartarchive.org/release/361c05b9-25ce-4e19-935d-b57b31bade11/17553297382.jpg
TRAGKMU128F429757E,The Luck You Got,2005,The High Strung,Moxie Bravo,26e60525-f313-4745-936c-27cf4fc1b501,,,,,
TRAGKMU128F9305831,September Song,0,Tony Martin,The Great Vocalists,,,,,,
TRAGKPD128F4275DF9,Rodriguez Pena,0,Jo Privat,Rendez Vous Au Balajo,,,,,,
TRAGKPS12903CA7AE5,I'm Free,0,Jah Cure,I'm Free - Single,,,,,,
TRAGKQO128F92F0E10,Strange Fruit,2003,James Carter,Gardenias For Lady Day,4eef4feb-7b6f-4117-99af-5804e7be30ac,,,,,
TRAGKTN128F933C68B,Down On Him,1988,Pursuit Of Happiness,Love Junk,,,,,,
TRAGKUI128F92F4698,Guided By History,1999,Mithotyn,Gathered Around The Oaken Table,,,,,,
TRAGKVI128F1459B5E,Search For Jenny,1970,Francis Lai,Love Story,,,,,,
TRAGKXH128F933D9BB,Missing You For A Mile,0,Beres Hammond,Have A Nice Weekend,,,,,,
TRAGKXX128F424F3B5,Crash Course,1979,UK Subs,Time Warp:  Greatest Hits,e1e45ae3-c504-4ad2-b1bf-ec8f6622f54e,,,,,
TRAGLAE12903CFFEED,Ley Lines,2008,Embrace the End,Ley Lines,91b8ae38-8cda-4da5-9ebd-0d2d5f311460,,,,,
TRAGLAG128F14ADD03,Even A Child - Proverbs 20:11,0,Steve Green,Hide Em In Your Heart Vol 1,,,,,,
TRAGLCK12903CDD07F,Sirène,0,Marc Perrone,Voyages,ff5412f6-6607-4817-92d1-34e88359bb20,,,,,
TRAGLEQ128F934055A,Porque Yo Te Amo,0,Leonardo Favio,Baladas De Amor,,,,,,
TRAGLFC12903CA6A5D,Termina La Feria,0,Gloria Lasso,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),53f186a6-3796-451e-aba9-35432c4e857d,,,,,
TRAGLFE128F428566B,Au Bout De La Marelle,1999,Patrick Bruel,Juste Avant,,,,,,
TRAGLHT12903CCDB86,Ma Douleur...,0,Julie Zenatti,Plus De Diva,,,,,,
TRAGLKL12903CEDE95,Rain from the Skies Mix 2,0,Delroy Wilson,Sings Studio One Hits,,,,,,
TRAGLMS128F425FE0A,Destined To Win,1988,DeGarmo & Key,Collecton,,,,,,
TRAGLRX128F932A5A3,I Saw An Angel,0,Pentangle,The Time Has Come 1967-1973,,,,,,
TRAGLSM128F42253BF,Begin The Beguine,0,Los Tres Diamantes,Boleros In Trío,,,,,,
TRAGLST128F92D93E1,Happiness Stan - Original,0,Small Facers,The Very Best Of CD2,,,,,,
TRAGLSU128F145FFB2,Heaven Only Knows,2002,K-OS,Exit,e9ac653c-2468-4b19-abfd-5f4b161cf796,,40.0,1.0,,
TRAGLTB128F9360F00,The Mighty SB,0,Michael Landau,Michael Landau Group Live,,,,,,
TRAGLUL128F426F94C,Trane's Strain,0,Jack Sheldon,Playing For Change,74acedc6-0a07-4d43-83ac-ba52c4564ffb,,,,,
TRAGLUU12903D024F2,I'm Wrong,2006,Dave Hollister,The Definitive Collection,06afb605-852c-42d0-87e9-8c87f9bfed8a,,,,,
TRAGLXF128E078703E,I've Been Thinking featuring Cat Power (Album Version),2004,Handsome Boy Modeling School,White People,,,,,,
TRAGLXV128F42601B8,The Journey North,1999,Michael Gettel,The Journey North,c1e95730-337e-4a2c-8d39-cb22fa02a2b9,,,,,
TRAGLZM128F931C995,Tell It Like It T-I-IS (Album Version),1992,The B-52's,Good Stuff,,,,,,
TRAGMAD128F429AEA4,Just One Girl,0,Gordon MacRae,Songs From 'By The Light Of The Silvery Moon' and Other Selections,,,,,,
TRAGMKE128E078543E,Song Of David (LP Version),0,Maire Brennan,Perfect Time,,,,,,
TRAGMTY128F4260063,Pray On,0,Babbie Mason,No Better Place,1309ce6c-f7a1-4dce-a743-689a1ff3dce9,,,,,http://coverartarchive.org/release/1309ce6c-f7a1-4dce-a743-689a1ff3dce9/18410387652.jpg
TRAGMXK128F9305A50,De Onda,1998,Bersuit Vergarabat,Libertinaje,,,,,,
TRAGMXM128F934AA30,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),0,Major Lance,The Very Best of Sixties Soul,,,,,,
TRAGNAX128F9313AE8,That's How Strong My Love Is,0,Doyle Bramhall,Fitchburg Street,f9c1a5c9-e360-41a7-9636-9ccd7e4ec0b4,,,,,
TRAGNBQ128F149CB93,The Carpal Tunnel Of Love,2007,Fall Out Boy,Infinity On High,6e01b900-ebc8-4395-b07a-c2e08ad0bda7,,,,,
TRAGNCM128F92EF1E8,(Sittin') Alone At A Table For Two,0,Hank Locklin,I Always Lose,,,,,,
TRAGNFZ12903CD04C2,Deckard,0,Deckard,The Now Factor,,,,,,
TRAGNGY12903C9CD76,Coming Undone,2009,Tantric,Mind Control,e8fb1d3a-b02d-4bed-a06e-faff2efc46fb,,,,,
TRAGNMP128F92EFD64,Like A Deck Of Cards,0,Bedwetters,Meet the F@cking Bedwetters,,,,,,
TRAGNOH128F42A87FF,Here we are,0,The Refreshments,Trouble Boys,,,,,,
TRAGNOK12903CE7FF6,Tranceplant,0,Organ Donors,Tranceplant,bf181c32-0184-40fe-928c-04421056f7ca,,,,,
TRAGNQK12903CCB987,Summer Love Triangle,2009,David Tao,Zero To Hero,b51b370b-c20c-4be9-9ab1-69fc973551b9,,,,,
TRAGNUI128F1471068,Don't Mess With Me (2006 Digital Remaster),1978,Whitesnake,Trouble,,,,,,
TRAGNXF128F933A80E,Apples in the Trees (Live),0,Mirah,Voices from the Siren Nation Vol. 2 - Live at the Wonder Ballroom,,,,,,
TRAGNYU128F42246AC,Just Keep It Up,1990,Dee Clark,Rain Drops,113823ab-3574-44b5-bda8-d164adccb3bb,,,,,
TRAGOEA128F1456EAA,Revelations:  Visions In A Dream,0,Tom Cochrane,Hang On To Your Resistance (The Early Years),,,,,,
TRAGOEW128F427A209,Choro II,0,Charlie Byrd / Laurindo Almeida,Brazilian Soul,,,,,,
TRAGOJJ128EF3669D8,Vendiste Los Gueyes -Maldita Miseria-,0,Mercedes Castro,Mercedes Castro Acompañada con Mariachi Y Banda - En vivo,,,,,,
TRAGOJT128F930735A,Beaux parleurs,0,Clarisse Lavanant,Vers l'imaginaire,,,,,,
TRAGOKC128F42472B9,Woe is Woman,0,The Skabs,Content,,,,,,
TRAGOMV128F4274745,An Mouvman,2009,Kassav',Se Nou Manm (Live Au Zenith),61f0b23a-2260-4038-a612-75d49101c28e,,,,,http://coverartarchive.org/release/61f0b23a-2260-4038-a612-75d49101c28e/20908476338.jpg
TRAGONI128F4292FAE,'Ti Monde (LP Version),1991,BeauSoleil,Cajun Conja,,,,,,
TRAGOQJ128F92F44ED,Money In Da Bank [Screwed],0,Tum Tum,The Return Of O-Tumma,,,,,,
TRAGOUB128F42369BA,Hold On (LP Version),0,Michelle Tumes,Streams,,,,,,
TRAGOVG128F42A963D,Make Me Bad,1999,Korn,Crossing All Over Vol. 12,b9cf15a1-ec5b-4afc-8f32-c1ea21d1f63b,,80.0,6.0,,http://coverartarchive.org/release/8175be96-fdd1-43e8-9e5d-4e2d3bf4b26b/4778134613.jpg
TRAGOVH128F42480F5,Seven Days Of Heaven,0,Knack,Normal as the Next Guy,,,,,,
TRAGPAD128F42990B7,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),0,Olivier Messiaen,Messiaen Oeuvres Orgue,,,,,,
TRAGPAF128EF34542A,Sensory Deprivation Adventure,2007,From Autumn To Ashes,Holding A Wolf By The Ears,29c415de-ffea-4baf-a0a2-f9288f7f7dee,,,,,
TRAGPAW12903CEFD43,Lord We Give You All The Praise,0,The Jackson Southernaires,Hear Our Prayers O Lord,,,,,,
TRAGPEA128F422B47E,Dying Batteries,2001,Casiotone For The Painfully Alone,The First Two Albums,b47e7af8-4c1d-48d4-8184-777515ccfc66,,,,,
TRAGPFL128EF342E1D,Soopman Luva 6 1/2,0,Redman / Hurricane G / Melanie Rutherford,Red Gone Wild,,,,,,
TRAGPKF128F427B439,Making Up For Lost Time (Footprints In The Sand Album Version),0,Cristy Lane,Footprints In The Sand,,,,,,
TRAGPMR128F930C0D8,30 Days In The Hole (Live),0,Humble Pie,30 Days In The Hole (Live & Dangerous),,,,,,
TRAGPMS128F4248295,A Brief History of Shitty Comedy,2004,Patton Oswalt,Feelin' Kinda Patton,1eb5f5bd-bb8e-4551-ae10-7a55bb6ecee4,,,,,
TRAGPNN128F4230758,Tom Dooley,0,Kingston Trio,The Greatest Stars Of Folk Music,,,,,,
TRAGPOW128F932DC3A,Un Ojo Dimos,0,Barrio Obrero,Gaitas Platinum,,,,,,
TRAGPZS128F9332248,Fax Me,0,Supertalented,LOAF Presents: Domestic POP,,,,,,
TRAGQBY128F42635B7,One More Go Round,0,James Taylor,New Moon Shine,,,,,,
TRAGQCY128F147B630,Surf Bat (Album Version),1983,45 Grave,Sleep In Safety,,,,,,
TRAGQDM128F92E8E51,Isn't Radio,0,Roommate,We Were Enchanted,,,,,,
TRAGQEN128F92E118C,Dum Dum (Marble Breaks And Iron Bends),0,The Dee Jays,The Dee Jays / Baby Talk - Best of,,,,,,
TRAGQKG128F9332F7A,I Dream Of Chi Chi,2009,Brian Tyler,Dragonball Evolution,,,,,,
TRAGQLB128F422AB83,Eso No Tiene Remedio,0,Orquesta Aragon,Homenaje,,,,,,
TRAGQLG128F9351109,The Jezebel Spirit,1981,Brian Eno And David Byrne,New Romantics,,,,,,
TRAGQMQ12903CC4279,Le chacha des gorilles,0,Bézu,Maxi ambiance 50 titres,,,,,,
TRAGQQK128F42561AB,Canto Triste,1967,Edu Lobo,Meia-Noite,529e8e4e-667a-47f0-9453-760047d0f721,,,,,
TRAGQVO128F145C0AF,Say Your Prayers,1991,Gang Starr,Step In The Arena,15233655-4c01-45ca-96d5-9add1c01cea5,,,,,
TRAGQWI12903CF58A5,Rhumboso,0,Nestor Torres,Dances_ Prayers_ & Meditations For Peace,be8218d9-23bf-464e-8b9c-73d8f40e9100,,,,,
TRAGQXP128F92EE64C,The Kiss: Chris & The Model Airplane,0,Philip Glass,Philip Glass: Undertow,,,,,,
TRAGQZD128F42761EF,Variations Sur Un Theme De Haydn Op51,0,Herbert Von Karajan,Violin Concerto_ Op.77 Etc.,,,,,,
TRAGRBP128F422B80A,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),1988,Stephan Micus,Twilight Fields,,,,,,
TRAGRHC128F933E939,Gumby Killed the Dinosaur (House Mix),0,Pumpkin Buzzard,Perfect Dragon,,,,,,
TRAGRHF128F4295A42,Ling Shi Shi Ji Fen,0,Edmond Leung,Edmond Leung Collections,,,,,,
TRAGRIH128F426FE32,Devon,2003,Gabriel Yared,Sylvia,0eea7c7e-440e-40d0-9ec4-5bcb5c3e40eb,,,,,
TRAGRLY128F1466214,Si Mi Chiamano Mimila Boheme Act1 Remast,0,Herbert Von Karajan,Karajan & L'Opera,,,,,,
TRAGROY128F92D2C53,This Kind Of Love (Full Band),0,Sister Hazel,This Kind Of Love,,,,,,
TRAGRRP12903CD2911,White Feather,2009,Wolfmother,White Feather,2016f853-ac75-46e5-bc4a-b771105410c1,,60.0,1.0,,
TRAGRWL128F92FA2F6,Dreamer (Jamie J Sanchez Club Mix),0,Janice Robinson,Dreamer 'Remixed',,,,,,
TRAGSFU12903D0D340,Might As Well Laugh,0,The Aftermath,Degenerate Fuck Crew,,,,,,
TRAGSGF128E0780CA7,One I Love,2002,Coldplay,In My Place,5947cbb6-1163-4901-8259-98811e0fb31e,,53.0,3.0,,http://coverartarchive.org/release/de7e69c3-6d56-44f4-a9f0-ffef00aeb41a/1095178571.jpg
TRAGSIT128F426F746,Isolate,2007,ZO2,Ain't It Beautiful,6e95d5b5-7b19-45c7-af07-58235f568fea,,,,,
TRAGSIX128F92E0933,Bark At The Moon (Album Version),0,Wednesday 13's Frankenstein Drag Queens From Planet 13,Viva Las Violence,,,,,,
TRAGSJK128F1491F0A,Who's Your Daddy?,0,Ed Byrne,Ed Byrne - Pedantic and Whimsical,,,,,,
TRAGSJQ128F149EF8D,California_ Gracefully,2001,Every Time I Die,Last Night In Town,,,,,,
TRAGSKH12903CCCAA9,Don't Call Me Andy,2006,Andrew W.K.,Close Calls With Brick Walls / Mother of Mankind,24e23d22-1f0e-4d43-b86d-373c93f639fb,,60.0,1.0,,
TRAGSNG12903CB73C8,The Force,0,Onyx,The History Of House Parties_ vol. 3,,,,,,
TRAGSOA128E078F934,It's A Long Way Around,1977,Burning Spear,Dry & Heavy,,,,,,
TRAGSQU128F145693D,Narcotic,1999,Methods Of Mayhem / Scott Kirkland,Methods Of Mayhem,5575d490-b03b-483a-bf35-39ad12689168,,,,,http://coverartarchive.org/release/5575d490-b03b-483a-bf35-39ad12689168/24640333520.jpg
TRAGSWL12903CF67CB,Still I Will,2001,Lisa Lynne,Maiden's Prayer,096fe65b-be30-4200-aa98-5b0a8a9cf72b,,,,,
TRAGSWQ128F428109C,Taps,0,The Sun Harbor's Chorus-Documentary Recordings,America's bugle calls,,,,,,
TRAGSZA128F146A11A,Don't Worry Baby (1999 Digital Remaster),1973,Bryan Ferry,These Foolish Things,,,,,,
TRAGTDM12903CE2E9D,Ouça,2008,Maysa,Maysa,03399d3c-0367-4804-81ae-78d5786a4385,,,,,
TRAGTFI12903CA06E7,Kettle Black,2008,BLEED THE SKY,Murder The Dance,57f15f4b-5fa1-4d83-9756-c009993d8dfb,,,,,
TRAGTGA12903D0EE38,Mama Don't Know Love,0,Fred Locks,Never Give Up,,,,,,
TRAGTLG128F93243AC,Al'amadalah Assa'bah (2004 Digital Remaster),0,Ragheb Alama,Ya Hayati,,,,,,
TRAGTNK128F14732E1,Turn It Into Something Special (Svengali's remix für Elisa),0,Sasha,Turn It Into Something Special,,,,,,
TRAGTPQ128F42920A5,Storm In My Heart,1993,Dolores Keane,Celtic Woman 3,3bae99f7-5379-48f4-ac42-fc5085cf2280,,,,,
TRAGTPT128F422D7DC,Social Note,0,Lauren Wagner & Fred Weldy,American Song Recital: Works of Bernstein_ Hundley_ Bowles...,,,,,,
TRAGTUF128F42297F1,I'm callin,0,Mr. Sancho,Foreplay,,,,,,
TRAGTUL12903CC81E8,Cliff Burton Surprise,0,Tony Danza Tap Dance Extravaganza_ The,The Tony Danza Tap Dance Extravaganza,,,,,,
TRAGTXE128F4229231,I'm On To You,1988,Hurricane,Over The Edge,5326b6ea-af05-4d84-8e1a-458a57a31ce3,,,,,
TRAGUAA128F4291AB1,How I Miss You Tonight,0,Adolph Hofner,South Texas Swing,,,,,,
TRAGUCZ128F426E5F6,Night Life,1991,Charlie McCoy,Harpin´ The Blues,872a7df4-88e2-406a-b4c5-eb3898e2ea5b,,,,,
TRAGUHI12903C9F729,Shadows of the thought,0,Suicide,Decade of Suicide/10 years after beginning,,,,,,
TRAGUJK128F42A75C3,Wild Side,1987,Mötley Crüe,Music To Crash Your Car To,7310555a-83c1-4298-9ebb-812b421dd785,,70.0,4.0,,http://coverartarchive.org/release/7310555a-83c1-4298-9ebb-812b421dd785/3754617979.jpg
TRAGUMD128F9313BC2,Aurora (Rory's Cassette Jam Remix),0,Alex Gopher,Aurora_ Vol.2 - EP,,,,,,
TRAGUMU128F92F6963,Big Time Charlie,2007,Cockney Rejects,Unforgiven,,,,,,
TRAGUNG128F92F67B3,Somebody Sing,0,Wayne Watson,Living Room,,,,,,
TRAGUPU128F42685F4,Hustlin',0,D.O.W.N.,Southern Slang (Chopped & Screwed),,,,,,
TRAGUPV128F93354DE,Puedes ser feliz,0,SOL,Sol,,,,,,
TRAGURD12903CF497F,Sometime Ago,0,Philip Bailey,Soul On Jazz,e64daf54-4a3d-4cac-9f6b-ead41e52799f,,,,,
TRAGUSI128F42668FD,My Lady,0,Lee Michaels,Live,11f43b20-17b6-4d34-92e0-1f848b742679,,,,,
TRAGVAO128F4289B5D,Up North Trip,1995,Mobb Deep,The Infamous,3f583c13-7abf-422f-a1ae-3007398c3513,,100.0,1.0,,
TRAGVBL128EF35920C,Intermezzo,0,The American Boychoir,Lullaby - Music for the Quiet Times,,,,,,
TRAGVCD128F42A4C01,For You,2006,Mr. Lif,Mo' Mega,1a148ad7-314c-4c7d-a002-51eb7367bbaf,,,,,
TRAGVEK128F42680B6,El Capitan (1998 Digital Remaster),0,Felix Slatkin/Concert Arts Symphonic Band,The Military Band - Salute to the Services,,,,,,
TRAGVGB128F423098D,Healed (LP Version),0,Shirley Caesar,He's Working It Out For You,,,,,,
TRAGVJG128F93386C6,Into My Eyes,1999,Cherrelle,The Right Time,46449cf6-85e5-48c9-b131-e6d8baeaf0b0,,,,,
TRAGVJI128F9331513,Almost Us,1997,Jim Chappell,In Search Of The Magic,ed1bcdd8-87c1-4d10-a6f2-dc2a022854b5,,,,,
TRAGVKL128F427E896,4/20/02,0,Pearl Jam,Lost Dogs,,,,,,
TRAGVMH128F14ADF05,Don't Let Your Heart Be Hardened (This Means War Album Version),0,Petra,Petraphonics,,,,,,
TRAGVOE128F92FFDD2,Chorando Baixinho,0,Yamandu + Dominguinhos,Yamandu + Dominguinhos,,,,,,
TRAGVOF128F4292ED0,Pretty Woman (LP Version),1971,The Paul Butterfield Blues Band,Sometimes I Just Feel Like Smilin',,,,,,
TRAGVRD12903D09FED,Violence in Fluid Triceratops,2009,Arsonists Get All The Girls,Portals,,,,,,
TRAGVRL128F4264526,How Can You Resist It,1990,Teena Marie,Ivory,6fb2eb92-5db0-4ec3-995a-e833ebb8c6e3,,,,,
TRAGVTG128F92FE9E2,He Will Break Your Heart,1960,Jerry Butler,Spotlight On Jerry Butler,bd2926cd-5ea6-4e05-9472-061a83c7b7a3,,,,,http://coverartarchive.org/release/bd2926cd-5ea6-4e05-9472-061a83c7b7a3/20007787461.jpg
TRAGVWF128F4230C95,The Same Love That Made Me Laugh  [LP Version],0,Irma Thomas,I Believe To My Soul,,,,,,
TRAGWDA128F1473193,Do It To Me,0,Sasha,We Can Leave The World,,,,,,
TRAGWHX12903CFAB71,Like A Prayer (Tribute To Madonna),0,Hot Wire,Tribute,,,,,,
TRAGWJK12903CE640F,Faces,1990,RUN-DMC,Original Album Classics,23c6bdf6-d1f7-461b-a1e5-5ed588b3193d,,100.0,1.0,,
TRAGWJS128F933005F,Ola ou yé,0,Patrick Saint-Eloi,Zoukolexion_ vol. 1,,,,,,
